County,2020 Median,2021 Median,2022 Median,2023 Median,Median Home Price (2023)
"Kalawao County, Hawaii",599000,610000,642500,219500,219500
"Kauai County, Hawaii",536750,559900,596459.5,655000,655000
"Maui County, Hawaii",599000,610000,642500,740000,740000
"Ada County, Idaho",265000,302490,371053.5,450000,450000
"Adams County, Idaho",195000,209500,230000,250000,250000
"Bannock County, Idaho",167000,189700,230000,292000,292000
"Bear Lake County, Idaho",164900,178900,203000,219500,219500
"Benewah County, Idaho",164900,178900,203000,219500,219500
"Bingham County, Idaho",167450,193500,238000,290500,290500
"Blaine County, Idaho",305050,315000,351000,395000,395000
"Boise County, Idaho",239000,275000,338000,410000,410000
"Bonner County, Idaho",269000,299380,389500,435000,435000
"Bonneville County, Idaho",200000,231973,280000,350000,350000
"Boundary County, Idaho",200000,225000,250000,298000,298000
"Butte County, Idaho",164900,178900,203000,219500,219500
"Camas County, Idaho",164900,178900,203000,219500,219500
"Canyon County, Idaho",239000,275000,338000,410000,410000
"Caribou County, Idaho",164900,178900,203000,219500,219500
"Cassia County, Idaho",164900,178900,203000,225000,225000
"Clark County, Idaho",164900,178900,203000,219500,219500
"Clearwater County, Idaho",164900,178900,203000,219500,219500
"Custer County, Idaho",164900,178900,203000,219500,219500
"Elmore County, Idaho",164900,178900,203000,275000,275000
"Franklin County, Idaho",249900,277379.5,333561,429000,429000
"Fremont County, Idaho",165000,178900,209500,240000,240000
"Gem County, Idaho",181000,204900,257000,325000,325000
"Gooding County, Idaho",164900,178900,203000,219500,219500
"Idaho County, Idaho",169900,181000,203000,226000,226000
"Jefferson County, Idaho",245000,267250,309700,375000,375000
"Jerome County, Idaho",164900,178900,203000,229950,229950
"Kootenai County, Idaho",267650,299000,380000,475000,475000
"Latah County, Idaho",246000,268000,309500,356000,356000
"Lemhi County, Idaho",177200,185000,203000,240000,240000
"Lewis County, Idaho",164900,178900,203000,219500,219500
"Lincoln County, Idaho",164900,178900,203000,219500,219500
"Madison County, Idaho",220000,240000,274450,315000,315000
"Minidoka County, Idaho",164900,178900,203000,219500,219500
"Nez Perce County, Idaho",215000,233000,263900,304900,304900
"Oneida County, Idaho",164900,178900,203000,219500,219500
"Owyhee County, Idaho",239000,275000,338000,410000,410000
"Payette County, Idaho",168000,185000,227000,275000,275000
"Power County, Idaho",164900,178900,203000,219500,219500
"Shoshone County, Idaho",164900,178900,203000,219500,219500
"Teton County, Idaho",275000,305500,343125,404000,404000
"Twin Falls County, Idaho",185750,209950,249000,306000,306000
"Valley County, Idaho",258500,280000,313925,360000,360000
"Washington County, Idaho",164900,178900,203000,219500,219500
"Adams County, Illinois",120000,125500,142000,144000,144000
"Alexander County, Illinois",149900,159900,184000,186000,186000
"Bond County, Illinois",118900,120000,126500,130000,130000
"Boone County, Illinois",160000,169450,185000,202000,202000
"Brown County, Illinois",112500,120000,126500,130000,130000
"Bureau County, Illinois",112500,120000,126500,130000,130000
"Calhoun County, Illinois",164000,174490.5,193000,206000,206000
"Carroll County, Illinois",112500,120000,126500,130000,130000
"Cass County, Illinois",112500,120000,126500,130000,130000
"Champaign County, Illinois",149000,162000,174000,180000,180000
"Christian County, Illinois",112500,120000,126500,130000,130000
"Clark County, Illinois",112500,120000,126500,130000,130000
"Clay County, Illinois",112500,120000,126500,130000,130000
"Clinton County, Illinois",164000,174490.5,193000,206000,206000
"Coles County, Illinois",115000,120000,126500,130000,130000
"Cook County, Illinois",242500,256500,290000,305000,305000
"Crawford County, Illinois",120000,120000,126500,130000,130000
"Cumberland County, Illinois",112500,120000,126500,130000,130000
"DeKalb County, Illinois",165000,178000,195000,205000,205000
"De Witt County, Illinois",120000,120000,126500,130000,130000
"Douglas County, Illinois",119950,120000,126500,130000,130000
"DuPage County, Illinois",295000,306000,336500,360000,360000
"Edgar County, Illinois",112500,120000,126500,130000,130000
"Edwards County, Illinois",112500,120000,126500,130000,130000
"Effingham County, Illinois",152000,155500,159700,167500,167500
"Fayette County, Illinois",112500,120000,126500,130000,130000
"Ford County, Illinois",148000,160000,169500,130000,130000
"Franklin County, Illinois",112500,120000,126500,130000,130000
"Fulton County, Illinois",112500,120000,126500,130000,130000
"Gallatin County, Illinois",112500,120000,126500,130000,130000
"Greene County, Illinois",112500,120000,126500,130000,130000
"Grundy County, Illinois",195000,201000,226125.5,240000,240000
"Hamilton County, Illinois",112500,120000,126500,130000,130000
"Hancock County, Illinois",112500,120000,126500,130000,130000
"Hardin County, Illinois",112500,120000,126500,130000,130000
"Henderson County, Illinois",112500,120000,126500,130000,130000
"Henry County, Illinois",135000,142000,159900,156000,156000
"Iroquois County, Illinois",115000,120000,126500,130000,130000
"Jackson County, Illinois",117500,120000,126500,131500,131500
"Jasper County, Illinois",112500,120000,126500,130000,130000
"Jefferson County, Illinois",115000,120000,126500,130000,130000
"Jersey County, Illinois",164000,174490.5,193000,206000,206000
"Jo Daviess County, Illinois",140000,140000,154750,170000,170000
"Johnson County, Illinois",137350,147000,159000,155000,155000
"Kane County, Illinois",240000,252500,285000,302500,302500
"Kankakee County, Illinois",157000,157400,175000,190900,190900
"Kendall County, Illinois",225250,229995,255000,280000,280000
"Knox County, Illinois",112500,120000,126500,130000,130000
"Lake County, Illinois",240000,252500,285000,302500,302500
"La Salle County, Illinois",129900,139900,150000,146500,146500
"Lawrence County, Illinois",112500,120000,126500,130000,130000
"Lee County, Illinois",127000,127000,130000,132000,132000
"Livingston County, Illinois",118000,120000,126500,130000,130000
"Logan County, Illinois",112500,120000,126500,130000,130000
"McDonough County, Illinois",112500,120000,126500,130000,130000
"McHenry County, Illinois",240000,252500,285000,302500,302500
"McLean County, Illinois",159900,165000,172500,189500,189500
"Macon County, Illinois",112500,120000,126500,130000,130000
"Macoupin County, Illinois",112500,120000,126500,130000,130000
"Madison County, Illinois",164000,174490.5,193000,206000,206000
"Marion County, Illinois",112500,120000,126500,130000,130000
"Marshall County, Illinois",124000,127000,135000,135900,135900
"Mason County, Illinois",112500,120000,126500,130000,130000
"Massac County, Illinois",112500,120000,126500,130000,130000
"Menard County, Illinois",158000,155000,158500,168000,168000
"Mercer County, Illinois",135000,142000,159900,156000,156000
"Monroe County, Illinois",196000,203000,219000,239000,239000
"Montgomery County, Illinois",112500,120000,126500,130000,130000
"Morgan County, Illinois",113500,120000,126500,130000,130000
"Moultrie County, Illinois",115000,120000,126500,130000,130000
"Ogle County, Illinois",147500,152250,166000,170000,170000
"Peoria County, Illinois",124000,127000,135000,135900,135900
"Perry County, Illinois",112500,120000,126500,130000,130000
"Piatt County, Illinois",153000,160000,169500,178250,178250
"Pike County, Illinois",112500,120000,126500,130000,130000
"Pope County, Illinois",122000,120000,139000,134000,134000
"Pulaski County, Illinois",112500,120000,126500,130000,130000
"Putnam County, Illinois",118500,120000,129500,130000,130000
"Randolph County, Illinois",112750,120000,126500,130000,130000
"Richland County, Illinois",112500,120000,126500,130000,130000
"Rock Island County, Illinois",135000,142000,159900,156000,156000
"St. Clair County, Illinois",164000,174490.5,193000,206000,206000
"Saline County, Illinois",112500,120000,126500,130000,130000
"Sangamon County, Illinois",145000,150000,154000,168250,168250
"Schuyler County, Illinois",112500,120000,126500,130000,130000
"Scott County, Illinois",112500,120000,126500,130000,130000
"Shelby County, Illinois",112500,120000,126500,130000,130000
"Stark County, Illinois",124000,127000,135000,135900,135900
"Stephenson County, Illinois",112500,120000,126500,130000,130000
"Tazewell County, Illinois",127000,127500,136900,138000,138000
"Union County, Illinois",120000,123000,130000,135000,135000
"Vermilion County, Illinois",112500,120000,126500,130000,130000
"Wabash County, Illinois",112500,120000,126500,130000,130000
"Warren County, Illinois",112500,120000,126500,130000,130000
"Washington County, Illinois",127750,125000,126500,130000,130000
"Wayne County, Illinois",112500,120000,126500,130000,130000
"White County, Illinois",112500,120000,126500,130000,130000
"Whiteside County, Illinois",112500,120000,126500,130000,130000
"Will County, Illinois",240000,252500,285000,302500,302500
"Williamson County, Illinois",138500,142450,159450,150000,150000
"Winnebago County, Illinois",129900,137500,150000,159000,159000
"Woodford County, Illinois",150000,159000,170000,170000,170000
"Adams County, Indiana",131000,145000,159000,169800,169800
"Allen County, Indiana",131000,145000,159000,169800,169800
"Bartholomew County, Indiana",158250,169900,188000,214823,214823
"Benton County, Indiana",155000,167500,187000,210500,210500
"Blackford County, Indiana",131000,145000,159000,169800,169800
"Boone County, Indiana",193500,215000,243000,265000,265000
"Brown County, Indiana",187750,203120.4531,248000,266250,266250
"Carroll County, Indiana",139750,150000,159000,176000,176000
"Cass County, Indiana",131000,145000,159000,169800,169800
"Clark County, Indiana",173500,185000,205000,225000,225000
"Clay County, Indiana",131000,145000,159000,169800,169800
"Clinton County, Indiana",131000,145000,159000,169800,169800
"Crawford County, Indiana",131000,145000,159000,169800,169800
"Daviess County, Indiana",138000,145000,159000,169800,169800
"Dearborn County, Indiana",180000,199950,218000,230000,230000
"Decatur County, Indiana",135000,150000,159900,170000,170000
"DeKalb County, Indiana",133907.5,145000,159000,175000,175000
"Delaware County, Indiana",131000,145000,159000,169800,169800
"Dubois County, Indiana",153000,166000,178500,191000,191000
"Elkhart County, Indiana",156000,166000,184000,209500,209500
"Fayette County, Indiana",131000,145000,159000,169800,169800
"Floyd County, Indiana",173500,185000,205000,225000,225000
"Fountain County, Indiana",131000,145000,159000,169800,169800
"Franklin County, Indiana",159900,158000,179250,198000,198000
"Fulton County, Indiana",131000,145000,159000,169800,169800
"Gibson County, Indiana",131000,145000,159000,169800,169800
"Grant County, Indiana",131000,145000,159000,169800,169800
"Greene County, Indiana",131000,145000,159000,169800,169800
"Hamilton County, Indiana",225000,250000,280000,325000,325000
"Hancock County, Indiana",180330,200000,215582,257919.5,257919.5
"Harrison County, Indiana",173500,185000,205000,225000,225000
"Hendricks County, Indiana",194500,210000,244000,280000,280000
"Henry County, Indiana",131000,145000,159000,169800,169800
"Howard County, Indiana",131000,145000,159000,169800,169800
"Huntington County, Indiana",131000,145000,159000,169800,169800
"Jackson County, Indiana",139000,149900,167216,178773.6875,178773.6875
"Jasper County, Indiana",186000,195000,208800,234900,234900
"Jay County, Indiana",131000,145000,159000,169800,169800
"Jefferson County, Indiana",139900,145000,159000,176000,176000
"Jennings County, Indiana",131000,145000,159000,169800,169800
"Johnson County, Indiana",170000,185000,210000,250000,250000
"Knox County, Indiana",131000,145000,159000,169800,169800
"Kosciusko County, Indiana",169900,186000,205000,220000,220000
"LaGrange County, Indiana",154450,164423.0781,180000,199950,199950
"Lake County, Indiana",175000,189900,210000,234900,234900
"LaPorte County, Indiana",139900,151000,169950,180000,180000
"Lawrence County, Indiana",131000,145000,159000,180000,180000
"Madison County, Indiana",131000,145000,159000,170000,170000
"Marion County, Indiana",169600,185000,210000,238500,238500
"Marshall County, Indiana",140000,152750,166500,179900,179900
"Martin County, Indiana",131000,145000,159000,169800,169800
"Miami County, Indiana",131000,145000,159000,169800,169800
"Monroe County, Indiana",210000,229000,255300,289000,289000
"Montgomery County, Indiana",142000,146000,166500,175000,175000
"Morgan County, Indiana",170000,185000,210000,238500,238500
"Newton County, Indiana",175000,189900,210000,234900,234900
"Noble County, Indiana",135000,145000,159000,170000,170000
"Ohio County, Indiana",165000,179000,205000,225000,225000
"Orange County, Indiana",131000,145000,159000,169800,169800
"Owen County, Indiana",138000,147000,159000,169800,169800
"Parke County, Indiana",131000,145000,159000,169800,169800
"Perry County, Indiana",131000,145000,159000,169800,169800
"Pike County, Indiana",131000,145000,159000,169800,169800
"Porter County, Indiana",190000,209000,234000,255750,255750
"Posey County, Indiana",145000,155000,173325,183500,183500
"Pulaski County, Indiana",131000,145000,159000,169800,169800
"Putnam County, Indiana",155000,162000,174700,193000,193000
